rfi_id,package,station,subsystem_type,activity_name,initiator_role,contractor_id,inspector_id,raised_date,sla_deadline,closed_date,result,planned_quantity,verified_quantity,quantity_unit,remarks
RFI-0083,PKG-02-ELECTRICAL,STN-06-Rajouri-Garden,BMS,Fire alarm panel integration,PLANNING_ENG,CTR-05,INS-08,2025-07-29,2025-07-31,2025-07-31,APPROVED_WITH_COMMENTS,434.63,425.37,kg,"Approved with comments: Cable routing acceptable but labelling incomplete at 5 junction boxes. Complete labelling before next inspection milestone. Weather: Clear, 35C."
RFI-0084,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,BMS,BMS controller installation,SITE_ENG,CTR-04,INS-06,2025-12-01,2025-12-03,2025-12-02,APPROVED,226.53,202.06,sqm,"Fire alarm loop testing completed successfully. All 68 devices responding. Zone mapping verified against approved layout. Weather: Dust storm warning, work paused 2hrs."
RFI-0085,PKG-04-TELECOM,STN-05-Sadar-Bazar,TEL,CCTV camera mounting,SITE_ENG,CTR-05,INS-12,2025-10-27,2025-10-29,2025-10-28,APPROVED,235.72,210.56,nos,"Fire alarm loop testing completed successfully. All 14 devices responding. Zone mapping verified against approved layout. Weather: Clear, 28C, good conditions."
RFI-0086,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,BMS,Sensor wiring and termination,CONTRACTOR_SE,CTR-05,INS-06,2026-02-18,2026-02-20,2026-02-18,APPROVED,290.12,279.43,cum,"Fire alarm loop testing completed successfully. All 41 devices responding. Zone mapping verified against approved layout. Weather: Dust storm warning, work paused 2hrs."
RFI-0087,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Pier cap pre-stressing,SITE_ENG,CTR-02,INS-04,2025-07-04,2025-07-06,,REJECTED,187.78,0,cum,REJECTED: Reinforcement spacing irregular. Measured 208mm against designed 175mm at beam B6. Non-conformance noted.
RFI-0088,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Check rail installation,SITE_ENG,CTR-08,INS-03,2025-12-02,2025-12-04,2025-12-03,APPROVED,64.85,64.33,MT,"Fire alarm loop testing completed successfully. All 54 devices responding. Zone mapping verified against approved layout. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0089,PKG-03-SIGNALLING,STN-02-Dabri-Mor,SCADA,RTU installation,CONTRACTOR_SE,CTR-06,INS-09,2025-06-03,2025-06-05,2025-06-05,APPROVED,156.3,140.76,cum,Cable laying completed as per routing diagram. Insulation resistance test passed (387 Megaohm). Bend radius maintained. Approved.
RFI-0090,PKG-01-CIVIL,STN-04-Palam,CIVIL,Platform edge finishing,CONTRACTOR_SE,CTR-03,INS-04,2025-05-19,2025-05-21,2025-05-24,REJECTED,71.46,0,rmt,"REJECTED: Welding quality unsatisfactory. UT test shows 3 defects in 24 joints. Grind and re-weld required. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0091,PKG-04-TELECOM,STN-06-Rajouri-Garden,TVS,Smoke extraction duct,CONTRACTOR_SE,CTR-05,INS-12,2025-06-16,2025-06-18,2025-06-17,APPROVED,169.36,162.54,nos,Cable laying completed as per routing diagram. Insulation resistance test passed (393 Megaohm). Bend radius maintained. Approved.
RFI-0092,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Platform edge finishing,PLANNING_ENG,CTR-03,INS-04,2026-01-29,2026-01-31,2026-01-29,APPROVED_WITH_COMMENTS,167.93,166.61,nos,Approved with comments: Overall installation acceptable. Minor paint touch-up required at 8 locations. Snag list attached.
RFI-0093,PKG-02-ELECTRICAL,STN-05-Sadar-Bazar,ELEC,Emergency lighting circuit,SITE_ENG,CTR-05,INS-05,2025-12-31,2026-01-02,2026-01-01,APPROVED,263.82,239.01,cum,Cable laying completed as per routing diagram. Insulation resistance test passed (92 Megaohm). Bend radius maintained. Approved.
RFI-0094,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,SITE_ENG,CTR-02,INS-01,2026-01-26,2026-01-28,2026-02-06,REJECTED,104.9,0,nos,"REJECTED: Earthing resistance measured at 1.4 ohm, exceeds maximum 1.0 ohm. Additional earth pits required. Weather: Clear, 28C, good conditions."
RFI-0095,PKG-03-SIGNALLING,STN-01-Janakpuri-West,SIG,Axle counter installation,SITE_ENG,CTR-07,INS-10,2025-05-06,2025-05-08,2025-05-07,APPROVED_WITH_COMMENTS,37.16,36.72,kg,Approved with comments: Pre-stressing within limits but elongation at 4.4% of theoretical is close to 5% tolerance. Extra monitoring on next span.
RFI-0096,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Rail fastening clip installation,PLANNING_ENG,CTR-03,INS-03,2026-01-30,2026-02-01,2026-02-01,APPROVED_WITH_COMMENTS,276.3,249.5,cum,Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected.
RFI-0097,PKG-03-SIGNALLING,STN-03-Dashrath-Puri,SIG,Signal post foundation,SITE_ENG,CTR-07,INS-10,2025-10-17,2025-10-19,2025-10-18,APPROVED,166.82,153.29,cum,Work executed as per approved drawing DRG-307-R1. Concrete cube strength satisfactory at 40 MPa. Cover meter reading within tolerance. Approved for next activity.
RFI-0098,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Rail fastening clip installation,SITE_ENG,CTR-08,INS-02,2025-12-01,2025-12-03,2025-12-02,APPROVED,392.69,363.69,kg,Earthing resistance measured at 2.3 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0099,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Track bed preparation,PLANNING_ENG,CTR-03,INS-02,2026-01-05,2026-01-07,2026-01-05,APPROVED,95.7,90.74,sqm,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0100,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-01,INS-03,2026-03-16,2026-03-18,2026-03-16,APPROVED,321.23,309.96,sqm,Earthing resistance measured at 1.7 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0101,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Parapet wall casting,SITE_ENG,CTR-01,INS-02,2025-08-19,2025-08-21,2025-08-20,APPROVED,487.4,469.7,nos,"Inspection carried out. Alignment checked with total station, deviation within +/-5mm. Material test certificates verified. Clearance granted. Weather: Overcast, light drizzle earlier."
RFI-0102,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Concourse level slab,PLANNING_ENG,CTR-02,INS-02,2025-07-01,2025-07-03,2025-07-02,APPROVED,269.94,259.56,MT,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0103,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Station roof slab casting,SITE_ENG,CTR-02,INS-01,2026-03-27,2026-03-29,2026-03-27,APPROVED,10.53,9.43,kg,Earthing resistance measured at 1.7 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0104,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Staircase structural work,PLANNING_ENG,CTR-03,INS-04,2025-04-29,2025-05-01,2025-04-30,APPROVED,74.65,70.74,nos,"Earthing resistance measured at 2.0 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Monsoon conditions, intermittent rain."
RFI-0105,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Pile cap construction,PLANNING_ENG,CTR-01,INS-03,2025-10-22,2025-10-24,2025-10-22,APPROVED,338.13,305.68,MT,"Pre-stressing operation completed. Jack pressure verified at 194 bar. Elongation within +/-6.6% of theoretical. Grouting may proceed. Weather: Dust storm warning, work paused 2hrs."
RFI-0106,PKG-04-TELECOM,STN-07-ESI-Hospital,TEL,PA system speaker installation,PLANNING_ENG,CTR-07,INS-12,2026-03-27,2026-03-29,2026-03-28,APPROVED,115.14,110.91,sqm,"Inspection carried out. Alignment checked with total station, deviation within +/-3mm. Material test certificates verified. Clearance granted."
RFI-0107,PKG-05-TRACK,STN-04-Palam,TRACK,Ballast tamping,CONTRACTOR_SE,CTR-08,INS-03,2026-03-31,2026-04-02,2026-03-31,APPROVED,472.27,436.06,MT,Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached.
RFI-0108,PKG-01-CIVIL,STN-04-Palam,CIVIL,Pile cap construction,PLANNING_ENG,CTR-01,INS-02,2025-05-07,2025-05-09,2025-05-07,APPROVED,130.17,129.71,MT,Track alignment survey completed. Versine readings within 1mm tolerance. Rail level difference within +/-1mm. Approved for traffic.
RFI-0109,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,ELEC,Transformer erection,SITE_ENG,CTR-04,INS-06,2025-12-06,2025-12-08,2025-12-14,REJECTED,256.28,0,sqm,"REJECTED: Cable insulation resistance below threshold (496 Megaohm vs required 100 Megaohm). Possible moisture ingress. Contractor to rectify. Weather: Clear, 35C."
RFI-0110,PKG-03-SIGNALLING,STN-04-Palam,SIG,Data logger installation,SITE_ENG,CTR-06,INS-09,2025-06-22,2025-06-24,2025-06-22,APPROVED,63.49,58.77,MT,"Track alignment survey completed. Versine readings within 1mm tolerance. Rail level difference within +/-1mm. Approved for traffic. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0111,PKG-04-TELECOM,STN-04-Palam,TEL,OFC termination and splicing,PLANNING_ENG,CTR-07,INS-12,2026-02-23,2026-02-25,2026-03-04,REJECTED,113.2,0,MT,"REJECTED: Surface finish of platform edge not as per specification. Undulations of 5mm against maximum 3mm allowable. Rework required. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0112,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Third rail insulator mounting,SITE_ENG,CTR-03,INS-01,2026-01-11,2026-01-13,2026-01-11,APPROVED,388.43,368.36,sqm,Cable laying completed as per routing diagram. Insulation resistance test passed (449 Megaohm). Bend radius maintained. Approved.
RFI-0113,PKG-05-TRACK,STN-04-Palam,TRACK,Buffer stop installation,PLANNING_ENG,CTR-03,INS-02,2026-03-17,2026-03-19,,REJECTED,39.88,0,sqm,"REJECTED: Pre-stressing elongation 5.1% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Clear, 28C, good conditions."
RFI-0114,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,ELEC,Transformer erection,CONTRACTOR_SE,CTR-05,INS-08,2025-05-30,2025-06-01,2025-06-01,APPROVED_WITH_COMMENTS,29.48,27.0,nos,"Approved with comments: Work generally satisfactory but 2 minor finishing defects noted. Contractor to rectify within 3 days. No re-inspection needed. Weather: Overcast, light drizzle earlier."
RFI-0115,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,ELEC,LT panel installation,SITE_ENG,CTR-04,INS-07,2025-06-08,2025-06-10,2025-06-24,REJECTED,182.63,0,MT,"REJECTED: Track geometry outside tolerance. Gauge widening of 14mm at curve R600m. Immediate rectification required. Weather: Clear, 35C."
RFI-0116,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Pier column reinforcement,SITE_ENG,CTR-01,INS-03,2025-04-30,2025-05-02,2025-05-01,APPROVED,345.53,326.22,MT,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0117,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-03,INS-01,2025-08-11,2025-08-13,2025-08-20,REJECTED,192.26,0,nos,REJECTED: Welding quality unsatisfactory. UT test shows 4 defects in 25 joints. Grind and re-weld required.
RFI-0118,PKG-01-CIVIL,STN-04-Palam,CIVIL,Station roof slab casting,SITE_ENG,CTR-01,INS-03,2026-03-20,2026-03-22,2026-03-21,APPROVED,34.15,31.15,cum,"Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 20 joints tested. Approved. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0119,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Concourse level slab,CONTRACTOR_SE,CTR-02,INS-04,2025-04-06,2025-04-08,2025-04-07,APPROVED,158.35,156.32,nos,Work executed as per approved drawing DRG-463-R1. Concrete cube strength satisfactory at 35 MPa. Cover meter reading within tolerance. Approved for next activity.
RFI-0120,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Pier cap pre-stressing,SITE_ENG,CTR-02,INS-02,2025-07-20,2025-07-22,2025-07-22,APPROVED,485.17,438.26,rmt,"Pre-stressing operation completed. Jack pressure verified at 231 bar. Elongation within +/-5.5% of theoretical. Grouting may proceed. Weather: Clear, 28C, good conditions."
RFI-0121,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Viaduct segment erection,PLANNING_ENG,CTR-03,INS-01,2025-12-08,2025-12-10,2025-12-09,APPROVED,371.1,341.38,cum,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0122,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Check rail installation,SITE_ENG,CTR-08,INS-03,2025-12-07,2025-12-09,2025-12-07,APPROVED,179.92,171.83,kg,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0123,PKG-04-TELECOM,STN-01-Janakpuri-West,TEL,Network switch installation,PLANNING_ENG,CTR-07,INS-11,2025-09-30,2025-10-02,2025-10-02,APPROVED_WITH_COMMENTS,345.92,316.0,MT,"Approved with comments: Pre-stressing within limits but elongation at 1.3% of theoretical is close to 5% tolerance. Extra monitoring on next span. Weather: Clear, 35C."
RFI-0124,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Track alignment survey,CONTRACTOR_SE,CTR-08,INS-02,2026-01-02,2026-01-04,2026-01-03,APPROVED,320.72,313.12,kg,"Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 8 joints tested. Approved. Weather: Dust storm warning, work paused 2hrs."
RFI-0125,PKG-04-TELECOM,STN-03-Dashrath-Puri,TVS,TVS control panel wiring,CONTRACTOR_SE,CTR-07,INS-11,2026-03-04,2026-03-06,2026-03-19,REJECTED,385.98,0,sqm,"REJECTED: Track geometry outside tolerance. Gauge widening of 11mm at curve R300m. Immediate rectification required. Weather: Monsoon conditions, intermittent rain."
RFI-0126,PKG-04-TELECOM,STN-06-Rajouri-Garden,TEL,CCTV camera mounting,SITE_ENG,CTR-05,INS-11,2025-05-07,2025-05-09,2025-05-07,APPROVED,363.49,334.09,MT,Earthing resistance measured at 1.2 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0127,PKG-04-TELECOM,STN-02-Dabri-Mor,TVS,TVS control panel wiring,PLANNING_ENG,CTR-07,INS-11,2025-04-03,2025-04-05,2025-04-05,APPROVED_WITH_COMMENTS,67.17,62.96,nos,"Approved with comments: Pre-stressing within limits but elongation at 6.4% of theoretical is close to 5% tolerance. Extra monitoring on next span. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0128,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Waterproofing membrane application,PLANNING_ENG,CTR-02,INS-03,2026-02-09,2026-02-11,2026-02-11,APPROVED_WITH_COMMENTS,286.27,261.89,sqm,"Approved with comments: Alignment acceptable but contractor advised to improve survey control. 8mm deviation close to limit. Weather: Overcast, light drizzle earlier."
RFI-0129,PKG-03-SIGNALLING,STN-01-Janakpuri-West,SIG,Interlocking system testing,SITE_ENG,CTR-07,INS-10,2025-05-04,2025-05-06,2025-05-11,REJECTED,147.43,0,kg,"REJECTED: Surface finish of platform edge not as per specification. Undulations of 8mm against maximum 3mm allowable. Rework required. Weather: Clear, 28C, good conditions."
RFI-0130,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Station roof slab casting,CONTRACTOR_SE,CTR-01,INS-03,2025-09-06,2025-09-08,2025-09-07,APPROVED,386.63,369.3,sqm,"Work executed as per approved drawing DRG-737-R2. Concrete cube strength satisfactory at 28 MPa. Cover meter reading within tolerance. Approved for next activity. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0131,PKG-02-ELECTRICAL,STN-02-Dabri-Mor,ELEC,Emergency lighting circuit,PLANNING_ENG,CTR-04,INS-06,2025-06-10,2025-06-12,2025-06-11,APPROVED,347.38,343.61,sqm,Earthing resistance measured at 0.5 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0132,PKG-03-SIGNALLING,STN-03-Dashrath-Puri,SIG,Relay room equipment installation,CONTRACTOR_SE,CTR-06,INS-10,2025-04-15,2025-04-17,2025-04-16,APPROVED,367.79,330.32,rmt,"Fire alarm loop testing completed successfully. All 30 devices responding. Zone mapping verified against approved layout. Weather: Clear, 28C, good conditions."
RFI-0133,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Third rail insulator mounting,PLANNING_ENG,CTR-08,INS-02,2025-12-29,2025-12-31,2025-12-30,APPROVED,481.01,449.88,cum,"Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0134,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Sleeper laying,PLANNING_ENG,CTR-08,INS-03,2025-11-19,2025-11-21,2025-11-20,APPROVED,125.93,121.69,sqm,"Pre-stressing operation completed. Jack pressure verified at 270 bar. Elongation within +/-6.7% of theoretical. Grouting may proceed. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0135,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Pier column reinforcement,SITE_ENG,CTR-02,INS-02,2025-09-16,2025-09-18,2025-09-20,APPROVED,196.12,184.34,rmt,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Clear, 28C, good conditions."
RFI-0136,PKG-03-SIGNALLING,STN-06-Rajouri-Garden,SCADA,Traction power SCADA integration,SITE_ENG,CTR-06,INS-09,2025-08-21,2025-08-23,2025-08-21,APPROVED,187.87,183.84,kg,Work executed as per approved drawing DRG-961-R0. Concrete cube strength satisfactory at 30 MPa. Cover meter reading within tolerance. Approved for next activity.
RFI-0137,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Waterproofing membrane application,PLANNING_ENG,CTR-02,INS-03,2025-06-14,2025-06-16,2025-06-15,APPROVED_WITH_COMMENTS,306.93,305.7,nos,"Approved with comments: Work generally satisfactory but 3 minor finishing defects noted. Contractor to rectify within 3 days. No re-inspection needed. Weather: Clear, 35C."
RFI-0138,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Ballast tamping,PLANNING_ENG,CTR-03,INS-02,2026-02-18,2026-02-20,2026-02-19,APPROVED_WITH_COMMENTS,27.63,26.5,MT,"Approved with comments: Cable routing acceptable but labelling incomplete at 7 junction boxes. Complete labelling before next inspection milestone. Weather: Clear, 35C."
RFI-0139,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Waterproofing membrane application,SITE_ENG,CTR-03,INS-02,2025-05-27,2025-05-29,2025-05-27,APPROVED,52.57,48.99,kg,"Pre-stressing operation completed. Jack pressure verified at 265 bar. Elongation within +/-4.0% of theoretical. Grouting may proceed. Weather: Dust storm warning, work paused 2hrs."
RFI-0140,PKG-02-ELECTRICAL,STN-06-Rajouri-Garden,ELEC,DG set commissioning,SITE_ENG,CTR-05,INS-08,2025-06-21,2025-06-23,2025-06-21,APPROVED,383.75,348.17,MT,"Earthing resistance measured at 1.3 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Monsoon conditions, intermittent rain."
RFI-0141,PKG-05-TRACK,STN-04-Palam,TRACK,Rail fastening clip installation,SITE_ENG,CTR-03,INS-02,2025-12-13,2025-12-15,2025-12-13,APPROVED_WITH_COMMENTS,22.85,22.42,kg,Approved with comments: Alignment acceptable but contractor advised to improve survey control. 4mm deviation close to limit.
RFI-0142,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Insulated rail joint installation,CONTRACTOR_SE,CTR-03,INS-01,2025-11-24,2025-11-26,2025-11-26,APPROVED,153.1,141.09,MT,"Fire alarm loop testing completed successfully. All 35 devices responding. Zone mapping verified against approved layout. Weather: Dust storm warning, work paused 2hrs."
RFI-0143,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Pile cap construction,PLANNING_ENG,CTR-02,INS-04,2025-09-15,2025-09-17,2025-09-18,APPROVED,56.7,55.74,kg,"Work executed as per approved drawing DRG-110-R1. Concrete cube strength satisfactory at 30 MPa. Cover meter reading within tolerance. Approved for next activity. Weather: Clear, 35C."
RFI-0144,PKG-04-TELECOM,STN-06-Rajouri-Garden,TVS,Smoke extraction duct,PLANNING_ENG,CTR-05,INS-11,2026-03-05,2026-03-07,2026-03-07,APPROVED_WITH_COMMENTS,120.56,107.8,sqm,"Approved with comments: Alignment acceptable but contractor advised to improve survey control. 3mm deviation close to limit. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0145,PKG-05-TRACK,STN-04-Palam,TRACK,Rail welding (thermit),PLANNING_ENG,CTR-08,INS-01,2025-11-19,2025-11-21,2025-11-19,APPROVED_WITH_COMMENTS,202.37,181.39,rmt,"Approved with comments: Alignment acceptable but contractor advised to improve survey control. 9mm deviation close to limit. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0146,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,ELEC,HT cable laying,CONTRACTOR_SE,CTR-05,INS-08,2025-06-11,2025-06-13,2025-06-12,APPROVED,207.58,199.39,sqm,"Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 20 joints tested. Approved. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0147,PKG-05-TRACK,STN-01-Janakpuri-West,TRACK,Buffer stop installation,SITE_ENG,CTR-03,INS-01,2025-11-05,2025-11-07,2025-11-07,APPROVED,152.8,146.91,rmt,Earthing resistance measured at 2.1 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0148,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,CONTRACTOR_SE,CTR-01,INS-02,2025-08-01,2025-08-03,2025-08-09,REJECTED,79.82,0,nos,REJECTED: Fire alarm device at location not responding. Wiring fault suspected. Contractor to trace and rectify loop 2.
RFI-0149,PKG-03-SIGNALLING,STN-08-Kirti-Nagar,SIG,Track circuit bonding,PLANNING_ENG,CTR-06,INS-09,2026-01-08,2026-01-10,2026-01-09,APPROVED,416.41,409.5,sqm,Pre-stressing operation completed. Jack pressure verified at 214 bar. Elongation within +/-7.9% of theoretical. Grouting may proceed.
RFI-0150,PKG-02-ELECTRICAL,STN-04-Palam,ELEC,Earthing system installation,CONTRACTOR_SE,CTR-04,INS-06,2025-06-04,2025-06-06,2025-06-05,APPROVED,203.34,181.9,sqm,"Fire alarm loop testing completed successfully. All 29 devices responding. Zone mapping verified against approved layout. Weather: Clear, 35C."
RFI-0151,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Waterproofing membrane application,SITE_ENG,CTR-02,INS-04,2025-10-24,2025-10-26,2025-10-24,APPROVED,48.63,46.14,nos,Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage.
RFI-0152,PKG-05-TRACK,STN-02-Dabri-Mor,TRACK,Check rail installation,CONTRACTOR_SE,CTR-08,INS-03,2025-11-03,2025-11-05,2025-11-03,APPROVED_WITH_COMMENTS,71.85,67.17,cum,"Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle. Weather: Clear, 28C, good conditions."
RFI-0153,PKG-03-SIGNALLING,STN-03-Dashrath-Puri,SIG,Relay room equipment installation,SITE_ENG,CTR-07,INS-10,2025-05-18,2025-05-20,2025-05-18,APPROVED_WITH_COMMENTS,339.67,307.03,cum,Approved with comments: Overall installation acceptable. Minor paint touch-up required at 5 locations. Snag list attached.
RFI-0154,PKG-02-ELECTRICAL,STN-04-Palam,ELEC,Cable tray routing,PLANNING_ENG,CTR-04,INS-08,2025-05-13,2025-05-15,2025-05-13,APPROVED_WITH_COMMENTS,301.64,291.75,nos,"Approved with comments: Pre-stressing within limits but elongation at 3.7% of theoretical is close to 5% tolerance. Extra monitoring on next span. Weather: Dust storm warning, work paused 2hrs."
RFI-0155,PKG-03-SIGNALLING,STN-04-Palam,SCADA,Traction power SCADA integration,CONTRACTOR_SE,CTR-07,INS-10,2025-08-31,2025-09-02,2025-09-04,APPROVED,495.12,472.6,cum,Cable laying completed as per routing diagram. Insulation resistance test passed (91 Megaohm). Bend radius maintained. Approved.
RFI-0156,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,CONTRACTOR_SE,CTR-01,INS-01,2025-11-07,2025-11-09,2025-11-09,APPROVED_WITH_COMMENTS,70.31,66.45,nos,"Approved with comments: Overall installation acceptable. Minor paint touch-up required at 3 locations. Snag list attached. Weather: Clear, 35C."
RFI-0157,PKG-04-TELECOM,STN-06-Rajouri-Garden,TEL,Fiber optic cable laying,PLANNING_ENG,CTR-05,INS-12,2026-01-24,2026-01-26,2026-01-25,APPROVED,368.25,363.71,cum,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0158,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,BMS,Access control integration,CONTRACTOR_SE,CTR-05,INS-08,2025-09-25,2025-09-27,2025-09-27,APPROVED,170.01,165.95,nos,"Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage. Weather: Clear, 28C, good conditions."
RFI-0159,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Station entrance canopy,PLANNING_ENG,CTR-01,INS-02,2025-08-10,2025-08-12,2025-08-11,APPROVED_WITH_COMMENTS,484.02,476.49,cum,"Approved with comments: Cable routing acceptable but labelling incomplete at 6 junction boxes. Complete labelling before next inspection milestone. Weather: Overcast, light drizzle earlier."
RFI-0160,PKG-05-TRACK,STN-04-Palam,TRACK,Buffer stop installation,PLANNING_ENG,CTR-03,INS-01,2025-11-14,2025-11-16,,REJECTED,172.45,0,sqm,"REJECTED: Pre-stressing elongation 7.7% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0161,PKG-04-TELECOM,STN-05-Sadar-Bazar,TEL,OFC termination and splicing,SITE_ENG,CTR-07,INS-12,2025-06-13,2025-06-15,2025-06-21,REJECTED,327.49,0,kg,"REJECTED: Welding quality unsatisfactory. UT test shows 3 defects in 28 joints. Grind and re-weld required. Weather: Overcast, light drizzle earlier."
RFI-0162,PKG-03-SIGNALLING,STN-02-Dabri-Mor,SCADA,Alarm management setup,CONTRACTOR_SE,CTR-06,INS-09,2025-08-27,2025-08-29,2025-09-12,REJECTED,157.66,0,nos,"REJECTED: Torque values below specification on 8 of 20 bolts checked. Contractor to re-torque all connections. Weather: Overcast, light drizzle earlier."
RFI-0163,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Check rail installation,PLANNING_ENG,CTR-08,INS-01,2026-02-28,2026-03-02,2026-02-28,APPROVED,266.64,259.95,kg,Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly.
RFI-0164,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,U-girder launching,PLANNING_ENG,CTR-03,INS-02,2026-02-03,2026-02-05,2026-02-04,APPROVED,338.87,298.57,MT,Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly.
